ticker,company_name,sector
SERV,SERVE ROBOTICS INC,Consumer Discretionary
PAR,PAR TECHNOLOGY CORP,Information Technology
HTFL,HEARTFLOW INC,Health Care
ASPI,ASP ISOTOPES INC,Materials
CRMD,CORMEDIX INC,Health Care
CTOS,CUSTOM TRUCK ONE SOURCE INC,Industrials
CARE,CARTER BANKSHARES INC,Financials
JBSS,JOHN B SANFILIPPO AND SON INC,Consumer Staples
ATEX,ANTERIX INC,Communication
WASH,WASHINGTON TRUST BANCORP INC,Financials
EVER,EVERQUOTE INC CLASS A,Communication
RYAM,RAYONIER ADVANCED MATERIALS INC,Materials
HELE,HELEN OF TROY LTD,Consumer Discretionary
SANA,SANA BIOTECHNOLOGY INC,Health Care
BETA,BETA TECHNOLOGIES INC CLASS A,Industrials
GSBC,GREAT SOUTHERN BANCORP INC,Financials
CTKB,CYTEK BIOSCIENCES INC,Health Care
FET,FORUM ENERGY TECHNOLOGIES INC,Energy
ORIC,ORIC PHARMACEUTICALS INC,Health Care
TCMD,TACTILE SYSTEMS TECHNOLOGY INC,Health Care
CNNE,CANNAE HOLDINGS INC,Financials
ONT,ONTERRIS INC,Industrials
PSTL,POSTAL REALTY TRUST INC CLASS A,Real Estate
AMPL,AMPLITUDE INC CLASS A,Information Technology
ACEL,ACCEL ENTERTAINMENT INC CLASS A,Consumer Discretionary
KMTS,KESTRA MEDICAL TECHNOLOGIES LTD,Health Care
MSBI,MIDLAND STATES BANCORP INC,Financials
BHB,BAR HARBOR BANKSHARES,Financials
ARVN,ARVINAS INC,Health Care
PHAT,PHATHOM PHARMACEUTICALS INC,Health Care
AVO,MISSION PRODUCE INC,Consumer Staples
PHR,PHREESIA INC,Health Care
AMWD,AMERICAN WOODMARK CORP,Industrials
AMSF,AMERISAFE INC,Financials
HSTM,HEALTHSTREAM INC,Health Care
HTLD,HEARTLAND EXPRESS INC,Industrials
RDVT,RED VIOLET INC,Information Technology
MLAB,MESA LABORATORIES INC,Health Care
UTZ,UTZ BRANDS INC CLASS A,Consumer Staples
MPLT,MAPLIGHT THERAPEUTICS INC,Health Care
SATL,SATELLOGIC INC CLASS A,Industrials
ORN,ORION GROUP INC,Industrials
FIP,FTAI INFRASTRUCTURE INC,Industrials
SBGI,SINCLAIR INC CLASS A,Communication
CSTL,CASTLE BIOSCIENCES INC,Health Care
CBLL,CERIBELL INC,Health Care
PFIS,PEOPLES FINANCIAL SERVICES CORP,Financials
AMBP,ARDAGH METAL PACKAGING SA,Materials
OMDA,OMADA HEALTH INC,Health Care
AEVA,AEVA TECHNOLOGIES INC,Information Technology
BIOA,BIOAGE LABS INC,Health Care
RGR,STURM RUGER INC,Consumer Discretionary
FLOC,FLOWCO HOLDINGS INC CLASS A,Energy
FOR,FORESTAR GROUP INC,Real Estate
CCSI,CONSENSUS CLOUD SOLUTIONS INC,Information Technology
ALX,ALEXANDERS REIT INC,Real Estate
NRIM,NORTHRIM BANCORP INC,Financials
UHT,UNIVERSAL HEALTH REALTY INCOME TRU,Real Estate
BDN,BRANDYWINE REALTY TRUST REIT,Real Estate
VTS,VITESSE ENERGY INC,Energy
SPRY,ARS PHARMACEUTICALS INC,Health Care
IIIV,I3 VERTICALS INC CLASS A,Information Technology
DC,DAKOTA GOLD CORP,Materials
ACNB,ACNB CORP,Financials
RZLV,REZOLVE AI PLC,Information Technology
CVLG,COVENANT LOGISTICS GROUP INC CLASS,Industrials
SPFI,SOUTH PLAINS FINANCIAL INC,Financials
HOV,HOVNANIAN ENTERPRISES INC CLASS A,Consumer Discretionary
MLR,MILLER INDUSTRIES INC,Industrials
AHRT,AH REALTY INC,Real Estate
AVR,ANTERIS TECHNOLOGIES GLOBAL CORP,Health Care
CPS,COOPER STANDARD HOLDINGS INC,Consumer Discretionary
CLBK,COLUMBIA FINANCIAL INC,Financials
NFBK,NORTHFIELD BANCORP INC,Financials
SLDP,SOLID POWER INC CLASS A,Consumer Discretionary
CWBC,COMMUNITY WEST BANCSHARES,Financials
MATV,MATIV HOLDINGS INC,Materials
SEPN,SEPTERNA INC,Health Care
FFIC,FLUSHING FINANCIAL CORP,Financials
REPX,RILEY EXPLORATION PERMIAN INC,Energy
MNRO,MONRO INC,Consumer Discretionary
BZH,BEAZER HOMES INC,Consumer Discretionary
CWCO,CONSOLIDATED WATER LTD,Utilities
IIIN,INSTEEL INDUSTRIES INC,Industrials
TCBX,THIRD COAST BANCSHARES INC,Financials
BSRR,SIERRA BANCORP,Financials
BVS,BIOVENTUS CLASS A INC,Health Care
OIS,OIL STATES INTERNATIONAL INC,Energy
TH,TARGET HOSPITALITY CORP,Consumer Discretionary
GDYN,GRID DYNAMICS HOLDINGS INC CLASS A,Information Technology
SIBN,SI BONE INC,Health Care
BWMN,BOWMAN CONSULTING GROUP LTD,Industrials
RPC,RIDGEPOST CAPITAL INC CLASS A,Financials
TDUP,THREDUP INC CLASS A,Consumer Discretionary
GLRE,GREENLIGHT CAPITAL LTD CLASS A,Financials
CHCT,COMMUNITY HEALTHCARE TRUST INC,Real Estate
NPCE,NEUROPACE INC,Health Care
MAMA,MAMAS CREATIONS INC,Consumer Staples
RGNX,REGENXBIO INC,Health Care
HIPO,HIPPO HOLDINGS INC,Financials
VREX,VAREX IMAGING CORP,Health Care
SD,SANDRIDGE ENERGY INC,Energy
CLDT,CHATHAM LODGING TRUST REIT,Real Estate
CIVB,CIVISTA BANCSHARES INC,Financials
EBF,ENNIS INC,Industrials
ERII,ENERGY RECOVERY INC,Industrials
CERS,CERUS CORP,Health Care
EVH,EVOLENT HEALTH INC CLASS A,Health Care
ARKO,ARKO,Consumer Discretionary
RIGL,RIGEL PHARMACEUTICALS INC,Health Care
HIFS,HINGHAM INSTITUTION FOR SAVINGS,Financials
OSPN,ONESPAN INC,Information Technology
SPIR,SPIRE GLOBAL INC CLASS A,Industrials
EBS,EMERGENT BIOSOLUTIONS INC,Health Care
UDMY,UDEMY INC,Consumer Discretionary
CVGW,CALAVO GROWERS INC,Consumer Staples
MTW,MANITOWOC INC,Industrials
GEVO,GEVO INC,Energy
CRNC,CERENCE INC,Information Technology
OFIX,ORTHOFIX MEDICAL INC,Health Care
FBIZ,FIRST BUSINESS FINANCIAL SERVICES,Financials
GSM,FERROGLOBE PLC,Materials
PRTA,PROTHENA PLC,Health Care
MBUU,MALIBU BOATS CLASS A INC,Consumer Discretionary
OOMA,OOMA INC,Information Technology
BOW,BOWHEAD SPECIALTY HOLDINGS INC,Financials
ETD,ETHAN ALLEN INTERIORS INC,Consumer Discretionary
TITN,TITAN MACHINERY INC,Industrials
HBCP,HOME BANCORP INC,Financials
OPK,OPKO HEALTH INC,Health Care
CAL,CALERES INC,Consumer Discretionary
RHLD,RESOLUTE HOLDINGS MANAGEMENT INC,Industrials
CWH,CAMPING WORLD HOLDINGS INC CLASS A,Consumer Discretionary
PACB,PACIFIC BIOSCIENCES OF CALIFORNIA,Health Care
RRBI,RED RIVER BANCSHARES INC,Financials
ZBIO,ZENAS BIOPHARMA INC,Health Care
BBW,BUILD A BEAR WORKSHOP INC,Consumer Discretionary
HY,HYSTER YALE INC CLASS A,Industrials
TREE,LENDINGTREE INC,Financials
ILPT,INDUSTRIAL LOGISTICS PROPERTIES TR,Real Estate
CMCO,COLUMBUS MCKINNON CORP,Industrials
SFST,SOUTHERN FIRST BANCSHARES INC,Financials
COFS,CHOICEONE FINANCIAL SERVICES INC,Financials
JCAP,JEFFERSON CAPITAL INC,Financials
ACRS,ACLARIS THERAPEUTICS INC,Health Care
KRNY,KEARNY FINANCIAL CORP,Financials
RR,RICHTECH ROBOTICS INC CLASS B,Industrials
DNA,GINKGO BIOWORKS HOLDINGS INC CLASS,Health Care
HSHP,HIMALAYA SHIPPING LTD,Industrials
IMXI,INTERNATIONAL MONEY EXPRESS INC,Financials
FDMT,4D MOLECULAR THERAPEUTICS INC,Health Care
MGTX,MEIRAGTX HOLDINGS PLC,Health Care
RPD,RAPID7 INC,Information Technology
APPS,DIGITAL TURBINE INC,Information Technology
MDXG,MIMEDX GROUP INC,Health Care
AEBI,AEBI SCHMIDT HOLDING AG,Industrials
ATLC,ATLANTICUS HOLDINGS CORP,Financials
OBT,ORANGE COUNTY BANCORP INC,Financials
CTGO,CONTANGO SILVER AND GOLD INC,Materials
GRND,GRINDR INC,Communication
TRC,TEJON RANCH,Real Estate
AIOT,POWERFLEET INC,Information Technology
NVEC,NVE CORP,Information Technology
CLFD,CLEARFIELD INC,Information Technology
AQST,AQUESTIVE THERAPEUTICS INC,Health Care
GIC,GLOBAL INDUSTRIAL,Industrials
DFH,DREAM FINDERS HOMES INC CLASS A,Consumer Discretionary
YEXT,YEXT INC,Information Technology
MOV,MOVADO GROUP INC,Consumer Discretionary
MRVI,MARAVAI LIFESCIENCES HOLDINGS INC,Health Care
FPI,FARMLAND PARTNERS INC,Real Estate
BGS,B AND G FOODS INC,Consumer Staples
EVC,ENTRAVISION COMMUNICATIONS CORP CL,Communication
RBB,RBB BANCORP,Financials
BATRA,ATLANTA BRAVES HOLDINGS INC SERIES,Communication
ANGO,ANGIODYNAMICS INC,Health Care
XRN,CHIRON REAL ESTATE INC,Real Estate
OLP,ONE LIBERTY PROPERTIES REIT INC,Real Estate
MCS,THE MARCUS CORP,Communication
NXDR,NEXTDOOR HOLDINGS INC CLASS A,Communication
TIPT,TIPTREE INC,Financials
IPI,INTREPID POTASH INC,Materials
BCAL,CALIFORNIA BANCORP,Financials
ENTA,ENANTA PHARMACEUTICALS INC,Health Care
SSTK,SHUTTERSTOCK INC,Communication
IBTA,IBOTTA INC CLASS A,Communication
SLDB,SOLID BIOSCIENCES INC,Health Care
FULC,FULCRUM THERAPEUTICS INC,Health Care
CCRN,CROSS COUNTRY HEALTHCARE INC,Health Care
ALIT,ALIGHT INC CLASS A,Industrials
NATR,NATURES SUNSHINE PRODUCTS INC,Consumer Staples
TTAM,TITAN AMERICA SA,Materials
BLZE,BACKBLAZE INC CLASS A,Information Technology
BBNX,BETA BIONICS INC,Health Care
BXC,BLUELINX HOLDINGS INC,Industrials
GEFB,GREIF INC CLASS B,Materials
UNTY,UNITY BANCORP INC,Financials
SFIX,STITCH FIX INC CLASS A,Consumer Discretionary
BELFA,BEL FUSE INC CLASS A,Information Technology
DIN,DINE BRANDS GLOBAL INC,Consumer Discretionary
PUBM,PUBMATIC INC CLASS A,Communication
LXFR,LUXFER HOLDINGS PLC,Industrials
MCFT,MASTERCRAFT BOAT HOLDINGS INC,Consumer Discretionary
FSTR,LB FOSTER,Industrials
WLTH,WEALTHFRONT CORP,Financials
XOMA,XOMA ROYALTY CORP,Health Care
NRDS,NERDWALLET INC CLASS A,Financials
NGS,NATURAL GAS SERVICES GROUP INC,Energy
VLGEA,VILLAGE SUPER MARKET INC CLASS A,Consumer Staples
OEC,ORION SA,Materials
CLNE,CLEAN ENERGY FUELS CORP,Energy
BFS,SAUL CENTERS REIT INC,Real Estate
LTBR,LIGHTBRIDGE CORP,Energy
BWB,BRIDGEWATER BANCSHARES INC,Financials
GRPN,GROUPON INC,Consumer Discretionary
GTN,GRAY MEDIA INC,Communication
CMCL,CALEDONIA MINING PLC,Materials
YORW,YORK WATER,Utilities
WTBA,WEST BANCORPORATION INC,Financials
AVIR,ATEA PHARMACEUTICALS INC,Health Care
ALT,ALTIMMUNE INC,Health Care
WEAV,WEAVE COMMUNICATIONS INC,Information Technology
LXEO,LEXEO THERAPEUTICS INC,Health Care
WTI,W AND T OFFSHORE INC,Energy
AKTS,AKTIS ONCOLOGY INC,Health Care
FMAO,FARMERS AND MERCHANTS BANCORP INC,Financials
ADCT,ADC THERAPEUTICS SA,Health Care
TWI,TITAN INTERNATIONAL INC,Industrials
AVAH,AVEANNA HEALTHCARE HOLDINGS INC,Health Care
MVST,MICROVAST HOLDINGS INC,Industrials
BMRC,BANK OF MARIN BANCORP,Financials
ABAT,AMERICAN BATTERY TECHNOLOGY COMPAN,Materials
LOCO,EL POLLO LOCO INC,Consumer Discretionary
MAGN,MAGNERA CORP,Materials
ABX,ABACUS GLOBAL MANAGEMENT INC CLASS,Financials
CBNK,CAPITAL BANCORP INC,Financials
CENT,CENTRAL GARDEN AND PET,Consumer Staples
FWRD,FORWARD AIR CORP,Industrials
SPT,SPROUT SOCIAL INC CLASS A,Information Technology
MYGN,MYRIAD GENETICS INC,Health Care
KRUS,KURA SUSHI USA INC,Consumer Discretionary
BWFG,BANKWELL FINANCIAL GROUP INC,Financials
CYH,COMMUNITY HEALTH SYSTEMS INC,Health Care
CBAN,COLONY BANKCORP INC,Financials
FEIM,FREQUENCY ELECTRONICS INC,Information Technology
BBBY,BED BATH AND BEYOND INC,Consumer Discretionary
SRTA,STRATA CRITICAL MEDICAL INC CLASS,Health Care
VSTM,VERASTEM INC,Health Care
TSSI,TSS INC,Information Technology
NABL,N ABLE INC,Information Technology
HBT,HBT FINANCIAL INC,Financials
BYND,BEYOND MEAT INC,Consumer Staples
FVR,FRONTVIEW REIT INC,Real Estate
ACCO,ACCO BRANDS CORP,Industrials
WRLD,WORLD ACCEPTANCE CORP,Financials
GOGO,GOGO INC,Communication
KREF,KKR REAL ESTATE FINANCE INC TRUST,Financials
NEWT,NEWTEKONE INC,Financials
NGVC,NATURAL GROCERS BY VITAMIN COTTAGE,Consumer Staples
ARHS,ARHAUS INC CLASS A,Consumer Discretionary
XPER,XPERI INC,Information Technology
AURA,AURA BIOSCIENCES INC,Health Care
SB,SAFE BULKERS INC,Industrials
EOLS,EVOLUS INC,Health Care
EGHT,8X8 INC,Information Technology
NGNE,NEUROGENE INC,Health Care
VNDA,VANDA PHARMACEUTICALS INC,Health Care
ALLO,ALLOGENE THERAPEUTICS INC,Health Care
CADL,CANDEL THERAPEUTICS INC,Health Care
ITIC,INVESTORS TITLE,Financials
CZNC,CITIZENS AND NORTHERN CORP,Financials
BCML,BAYCOM CORP,Financials
PKBK,PARKE BANCORP INC,Financials
HNST,THE HONEST COMPANY INC,Consumer Staples
NPB,NORTHPOINTE BANCSHARES INC,Financials
DSGN,DESIGN THERAPEUTICS INC,Health Care
PDLB,PONCE FINANCIAL GROUP INC,Financials
DDD,3D SYSTEMS CORP,Industrials
CRSR,CORSAIR GAMING INC,Information Technology
FRBA,FIRST BANK,Financials
PLSE,PULSE BIOSCIENCES INC,Health Care
MH,MCGRAW HILL INC,Consumer Discretionary
DCTH,DELCATH SYS INC,Health Care
NUS,NU SKIN ENTERPRISES INC CLASS A,Consumer Staples
MEC,MAYVILLE ENGINEERING COMPANY INC,Industrials
EU,ENCORE ENERGY CORP,Energy
FNLC,FIRST BANCORP INC,Financials
ISTR,INVESTAR HOLDING CORP,Financials
ASPN,ASPEN AEROGELS INC,Materials
KROS,KEROS THERAPEUTICS INC,Health Care
IBEX,IBEX LTD,Industrials
GCO,GENESCO INC,Consumer Discretionary
SCVL,SHOE CARNIVAL INC,Consumer Discretionary
VOXR,VOX ROYALTY CORP,Materials
LAND,GLADSTONE LAND REIT CORP,Real Estate
ZUMZ,ZUMIEZ INC,Consumer Discretionary
CLMB,CLIMB GLOBAL SOLUTIONS INC,Information Technology
TSBK,TIMBERLAND BANCORP INC,Financials
RNGR,RANGER ENERGY SERVICES INC CLASS A,Energy
RM,REGIONAL MANAGEMENT CORP,Financials
NECB,NORTHEAST COMMUNITY BANCORP INC,Financials
TRAX,FIRST TRACKS BIOTHERAPEUTICS INC,Health Care
TOI,ONCOLOGY INSTITUTE INC,Health Care
FRST,PRIMIS FINANCIAL CORP,Financials
CLPT,CLEARPOINT NEURO INC,Health Care
VITL,VITAL FARMS INC,Consumer Staples
RC,READY CAPITAL CORP,Financials
MTRX,MATRIX SERVICE,Industrials
BLND,BLEND LABS INC CLASS A,Information Technology
FLGT,FULGENT GENETICS INC,Health Care
PRME,PRIME MEDICINE INC,Health Care
PBYI,PUMA BIOTECHNOLOGY INC,Health Care
RXT,RACKSPACE TECHNOLOGY INC,Information Technology
WNC,WABASH NATIONAL CORP,Industrials
PSFE,PAYSAFE LTD,Financials
RMR,RMR GROUP INC CLASS A,Real Estate
INV,INNVENTURE INC,Financials
SVV,SAVERS VALUE VILLAGE INC,Consumer Discretionary
MEI,METHODE ELECTRONICS INC,Information Technology
PLBC,PLUMAS BANCORP,Financials
ALMU,AELUMA INC,Information Technology
ULCC,FRONTIER GROUP HOLDINGS INC,Industrials
MVBF,MVB FINANCIAL CORP,Financials
CZFS,CITIZENS FINANCIAL SERVICES INC,Financials
SSP,EW SCRIPPS CLASS A,Communication
JOUT,JOHNSON OUTDOORS INC CLASS A,Consumer Discretionary
MAX,MEDIAALPHA INC CLASS A,Communication
CABO,CABLE ONE INC,Communication
REAX,REAL BROKERAGE INC,Real Estate
STRT,STRATTEC SECURITY CORP,Consumer Discretionary
PCB,PCB BANCORP,Financials
FUBO,FUBOTV INC CLASS A,Communication
OPTU,OPTIMUM COMMUNICATIONS INC CLASS A,Communication
RCKT,ROCKET PHARMACEUTICALS INC,Health Care
GNE,GENIE ENERGY LTD CLASS B,Utilities
HYLN,HYLIION HOLDINGS CORP,Industrials
SITC,SITE CENTERS CORP,Real Estate
EVEX,EVE HOLDING INC,Industrials
XRX,XEROX HOLDINGS CORP,Information Technology
FSBW,FS BANCORP INC,Financials
PSNL,PERSONALIS INC,Health Care
DGICA,DONEGAL GROUP INC CLASS A,Financials
EDIT,EDITAS MEDICINE INC,Health Care
NWFL,NORWOOD FINANCIAL CORP,Financials
VMD,VIEMED HEALTHCARE INC,Health Care
AKBA,AKEBIA THERAPEUTICS INC,Health Care
KELYA,KELLY SERVICES INC CLASS A,Industrials
MBI,MBIA INC,Financials
PACK,RANPAK HOLDINGS CORP CLASS A,Materials
PTLO,PORTILLO S INC CLASS A,Consumer Discretionary
PKOH,PARK OHIO HOLDINGS CORP,Industrials
ACIC,AMERICAN COASTAL INSURANCE CORP,Financials
TECX,TECTONIC THERAPEUTIC INC,Health Care
KIDS,ORTHOPEDIATRICS CORP,Health Care
UPB,UPSTREAM BIO INC,Health Care
OLPX,OLAPLEX HOLDINGS INC,Consumer Staples
CNDT,CONDUENT INC,Industrials
ELDN,ELEDON PHARMACEUTICALS INC,Health Care
ACH,ACCENDRA HEALTH INC,Health Care
HVT,HAVERTY FURNITURE COMPANIES INC,Consumer Discretionary
GRNT,GRANITE RIDGE RESOURCES INC,Energy
NMAX,NEWSMAX INC CLASS B,Communication
LAB,STANDARD BIOTOOLS INC,Health Care
PLAY,DAVE AND BUSTERS ENTERTAINMENT INC,Consumer Discretionary
SWIM,LATHAM GROUP INC,Consumer Discretionary
WSBF,WATERSTONE FINANCIAL INC,Financials
DNUT,KRISPY KREME INC,Consumer Discretionary
AMCX,AMC GLOBAL MEDIA INC CLASS A,Communication
MNPR,MONOPAR THERAPEUTICS INC,Health Care
HCKT,HACKETT GROUP INC,Information Technology
RLGT,RADIANT LOGISTIC INC,Industrials
NATH,NATHANS FAMOUS INC,Consumer Discretionary
BKTI,BK TECHNOLOGIES CORP,Information Technology
ACRE,ARES COMMERCIAL REAL ESTATE REIT C,Financials
DSGR,DISTRIBUTION SOLUTIONS GROUP INC,Industrials
CDZI,CADIZ INC,Utilities
AVXL,ANAVEX LIFE SCIENCES CORP,Health Care
ABEO,ABEONA THERAPEUTICS INC,Health Care
ONIT,ONITY GROUP INC,Financials
OPFI,OPPFI INC CLASS A,Financials
ATLO,AMES NATIONAL CORP,Financials
TARA,PROTARA THERAPEUTICS INC,Health Care
SLP,SIMULATIONS PLUS INC,Health Care
MGPI,MGP INGREDIENTS INC,Consumer Staples
JMSB,JOHN MARSHALL BANCORP INC,Financials
GBFH,GBANK FINL HLDGS INC,Financials
FATE,FATE THERAPEUTICS INC,Health Care
TG,TREDEGAR CORP,Materials
CIA,CITIZENS INC CLASS A,Financials
SMC,SUMMIT MIDSTREAM CORP,Energy
CHMG,CHEMUNG FINANCIAL CORP,Financials
LILA,LIBERTY LATIN AMERICA LTD CLASS A,Communication
RCKY,ROCKY BRANDS INC,Consumer Discretionary
ATNI,ATN INTERNATIONAL INC,Communication
LMRI,LUMEXA IMAGING HOLDINGS INC,Health Care
ASLE,AERSALE CORP,Industrials
CMRC,BIGCOMMERCE HOLDINGS INC SERIES,Information Technology
BMBL,BUMBLE INC CLASS A,Communication
RBBN,RIBBON COMMUNICATIONS INC,Information Technology
EVGO,EVGO INC CLASS A,Consumer Discretionary
TBRG,TRUBRIDGE INC,Health Care
KRT,KARAT PACKAGING INC,Industrials
RPAY,REPAY HOLDINGS CORP CLASS A,Financials
FVCB,FVCBANKCORP INC,Financials
WBTN,WEBTOON ENTERTAINMENT INC,Communication
MYFW,FIRST WESTERN FINANCIAL INC,Financials
NEXN,NEXXEN INTERNATIONAL LTD,Communication
ATOM,ATOMERA INC,Information Technology
JACK,JACK IN THE BOX INC,Consumer Discretionary
NCMI,NATIONAL CINEMEDIA INC,Communication
STRZ,STARZ ENTERTAINMENT CORP,Communication
MITT,TPG MORTGAGE INVESTMENT TRUST INC,Financials
PAYS,PAYSIGN INC,Financials
PANL,PANGAEA LOGISTICS SOLUTIONS LTD,Industrials
INSG,INSEEGO CORP,Information Technology
BOC,BOSTON OMAHA CORP CLASS A,Communication
PINE,ALPINE INCOME PROPERTY TRUST INC,Real Estate
FRPH,FRP HOLDINGS INC,Real Estate
OSG,OCTAVE SPECIALTY GROUP INC,Financials
ARDT,ARDENT HEALTH INC,Health Care
ARCT,ARCTURUS THERAPEUTICS HOLDINGS INC,Health Care
INR,INFINITY NATURAL RESOURCES INC CLA,Energy
OPRT,OPORTUN FINANCIAL CORP,Financials
MPTI,M TRON INDUSTRIES INC,Information Technology
DBI,DESIGNER BRANDS INC CLASS A,Consumer Discretionary
FRAF,FRANKLIN FINANCIAL SERVICES CORP,Financials
WOOF,PETCO HEALTH AND WELLNESS COMPANY,Consumer Discretionary
CMTG,CLAROS MORTGAGE TRUST INC,Financials
REPL,REPLIMUNE GROUP INC,Health Care
NKSH,NATIONAL BANKSHARES INC,Financials
TLS,TELOS CORPORATION CORP,Information Technology
CDXS,CODEXIS INC,Health Care
CMPX,COMPASS THERAPEUTICS,Health Care
FDBC,FIDELITY D AND D BANCORP INC,Financials
FTK,FLOTEK INDUSTRIES INC,Materials
WYFI,WHITEFIBER INC,Information Technology
AII,AMERICAN INTEGRITY INSURANCE GROUP,Financials
EVMN,EVOMMUNE INC,Health Care
MASS,908 DEVICES INC,Information Technology
OVLY,OAK VALLEY BANCORP,Financials
WNEB,WESTERN NEW ENGLAND BANCORP INC,Financials
PCYO,PURE CYCLE CORP,Utilities
CTRN,CITI TRENDS INC,Consumer Discretionary
RZLT,REZOLUTE INC,Health Care
NAGE,NIAGEN BIOSCIENCE INC,Consumer Staples
NRC,NRC HEALTH CORP,Health Care
OSUR,ORASURE TECHNOLOGIES INC,Health Care
QUAD,QUAD GRAPHICS INC CLASS A,Industrials
ALCO,ALICO INC,Consumer Staples
CTEV,CLARITEV CORP CLASS A,Health Care
CD,CHAINCE DIGITAL HOLDINGS INC,Information Technology
FC,FRANKLIN COVEY,Industrials
RXST,RXSIGHT INC,Health Care
MG,MISTRAS GROUP INC,Industrials
BNTC,BENITEC BIOPHARMA INC,Health Care
DMAC,DIAMEDICA THERAPEUTICS INC,Health Care
VTEX,VTEX CLASS A,Information Technology
USAU,US GOLD CORP,Materials
USNA,USANA HEALTH SCIENCES INC,Consumer Staples
CRCT,CRICUT INC CLASS A,Consumer Discretionary
FUNC,FIRST UNITED CORP,Financials
BRBS,BLUE RIDGE BANKSHARES INC,Financials
CATX,PERSPECTIVE THERAPEUTICS INC,Health Care
SGHT,SIGHT SCIENCES INC,Health Care
KFS,KINGSWAY FINANCIAL SERVICES INC,Financials
CFFI,C AND F FINANCIAL CORP,Financials
UIS,UNISYS CORP,Information Technology
EMBC,EMBECTA CORP,Health Care
ASUR,ASURE SOFTWARE INC,Industrials
ALEC,ALECTOR INC,Health Care
FBLA,FB BANCORP INC,Financials
VABK,VIRGINIA NATIONAL BANKSHARES CORP,Financials
REFI,CHICAGO ATLANTIC REAL ESTATE FINAN,Financials
JAKK,JAKKS PACIFIC INC,Consumer Discretionary
NLOP,NET LEASE OFFICE PROPERTIES,Real Estate
LCNB,LCNB CORP,Financials
BSVN,BANK7 CORP,Financials
LOVE,LOVESAC COMPANY,Consumer Discretionary
TBCH,TURTLE BEACH CORP,Information Technology
WEST,WESTROCK COFFEE,Consumer Staples
RMAX,RE MAX HOLDINGS INC CLASS A,Real Estate
RICK,RCI HOSPITALITY HOLDINGS INC,Consumer Discretionary
ESOA,ENERGY SERVICES OF AMERICA CORP,Energy
VEL,VELOCITY FINANCIAL INC,Financials
PLTK,PLAYTIKA HOLDING CORP,Communication
LMNR,LIMONEIRA,Consumer Staples
INSE,INSPIRED ENTERTAINMENT INC,Consumer Discretionary
CLW,CLEARWATER PAPER CORP,Materials
HDSN,HUDSON TECHNOLOGIES INC,Industrials
FLXS,FLEXSTEEL INDUSTRIES INC,Consumer Discretionary
CMT,CORE MOLDING TECHNOLOGIES INC,Materials
RMNI,RIMINI STREET INC,Information Technology
POWW,OUTDOOR HOLDING,Consumer Discretionary
BH,BIGLARI HOLDINGS INCINARY CLASS B,Consumer Discretionary
NXDT,NEXPOINT DIVERSIFIED REAL ESTATE T,Real Estate
INBK,FIRST INTERNET BANCORP,Financials
SEVN,SEVEN HILLS REALTY TRUST,Financials
BPRN,PRINCETON BANCORP INC,Financials
SPOK,SPOK HOLDINGS INC,Communication
RSVR,RESERVOIR MEDIA INC,Communication
ZIP,ZIPRECRUITER INC CLASS A,Communication
VUZI,VUZIX CORP,Information Technology
IMMR,IMMERSION CORP,Information Technology
IKT,INHIBIKASE THERAPEUTICS INC,Health Care
SKYH,SKY HARBOUR GROUP CORP CLASS A,Industrials
PEBK,PEOPLES BANCORP OF NORTH CAROLINA,Financials
AVNW,AVIAT NETWORKS INC,Information Technology
TRDA,ENTRADA THERAPEUTICS INC,Health Care
HLLY,HOLLEY INC,Consumer Discretionary
HRTX,HERON THERAPEUTICS INC,Health Care
SNDA,SONIDA SENIOR LIVING INC,Health Care
TTGT,TECHTARGET INC,Communication
ACDC,PROFRAC HOLDING CLASS A CORP,Energy
USCB,USCB FINANCIAL HOLDINGS INC CLASS,Financials
FBYD,FALCON S BEYOND GLOBAL INC CLASS A,Industrials
WEYS,WEYCO GROUP INC,Consumer Discretionary
SIGA,SIGA TECHNOLOGIES INC,Health Care
KINS,KINGSTONE COMPANIES INC,Financials
NC,NACCO INDUSTRIES INC CLASS A,Energy
PESI,PERMA FIX ENVIRONMENTAL SERVICES I,Industrials
ANGI,ANGI INC CLASS A,Communication
STRS,STRATUS PROPERTIES INC,Real Estate
ESCA,ESCALADE INC,Consumer Discretionary
PDYN,PALLADYNE AI CORP,Industrials
CRDA,CRAWFORD CLASS A,Financials
LRMR,LARIMAR THERAPEUTICS INC,Health Care
LENZ,LENZ THERAPEUTICS INC,Health Care
BRCB,BLACK ROCK COFFEE BAR INC CLASS A,Consumer Discretionary
VIA,VIA TRANSPORTATION INC CLASS A,Information Technology
FNKO,FUNKO INC CLASS A,Consumer Discretionary
VYGR,VOYAGER THERAPEUTICS INC,Health Care
ANIK,ANIKA THERAPEUTICS INC,Health Care
KRMD,KORU MEDICAL SYSTEMS INC,Health Care
MVIS,MICROVISION INC,Information Technology
FCCO,FIRST COMMUNITY CORP,Financials
TNXP,TONIX PHARMACEUTICALS HOLDING CORP,Health Care
BETR,BETTER HOME FINANCE HOLDING CLASS,Financials
TBI,TRUEBLUE INC,Industrials
BBCP,CONCRETE PUMPING HOLDINGS INC,Industrials
MFIN,MEDALLION FINANCIAL CORP,Financials
XPOF,XPONENTIAL FITNESS INC CLASS A,Consumer Discretionary
